Chemical Name,Chemical ID,CAS RN,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
Ibuprofen,D007052,15687-27-1,Alzheimer Disease,MESH:D000544,therapeutic,ACHE|APP|BACE1|CASP3|CLU|ENO1|ESR1|IGF1|IGF2R|IL1B|MPO|NOS3|PLAU|PPARG|PYY|SOD2|TNF|TPI1|VEGFA,25.96,55
Memantine,D008559,19982-08-2,Alzheimer Disease,MESH:D000544,therapeutic,ACHE|APP|ARC|BAX|BCL2|CASP3|GSK3B|IL1B|TNF,25.79,52
Tacrine,D013619,321-64-2,Alzheimer Disease,MESH:D000544,therapeutic,ACHE|BAX|BCHE|BCL2|BDNF|CHRNB2|HMOX1|IL1B|TNF,24.83,11
bisdemethoxycurcumin,C034786,24939-16-0,Alzheimer Disease,MESH:D000544,therapeutic,APP|HMOX1|IL1B|PLAU|PPARG|TNF|VEGFA,22.93,44
Haloperidol,D006220,52-86-8,Alzheimer Disease,MESH:D000544,therapeutic,ACHE|APOC1|ARC|BAX|BCL2|BDNF|CASP3|CRH|CST3|CYP2D6|ENO1|GSK3B|IL1B|INS|MAOB|NPY|PICALM|RELN|SLC2A4|SOD2|TNF|TPI1|VSNL1,22.71,26
Dronabinol,D013759,,Alzheimer Disease,MESH:D000544,therapeutic,ABCA7|ACHE|ADAMTS1|APP|ARC|ATP5F1A|BACE1|BAX|BCL2|BDNF|CASP3|CLU|CRH|CYP46A1|DHCR24|EIF2S1|ENO1|ESR1|GSK3B|HMOX1|IGF1|IGF1R|IL1B|IQCK|LEP|MAOB|NCSTN|NOS3|PGRMC1|PLAU|PPARG|PSEN1|RELN|SOD2|TF|TFAM|TNF|TREM2|VEGFA,21.99,77
Vitamin D,D014807,1406-16-2,Alzheimer Disease,MESH:D000544,therapeutic,ACHE|BAX|BCL2|CASP3|CYP2D6|INS|PPARG|SLC2A4|TNF|VEGFA,21.24,13
Reserpine,D012110,50-55-5,Alzheimer Disease,MESH:D000544,therapeutic,ACHE|ARC|BAX|BCL2|BDNF|CASP3|CRH|LEP|NPY|TNF,20.83,10
sulindac sulfide,C025462,32004-67-4,Alzheimer Disease,MESH:D000544,therapeutic,APP|BAX|BCL2|CASP3|DHCR24|ESR1|PLAU|PPARG|PSEN1|TNF,20.19,50
Physostigmine,D010830,57-47-6,Alzheimer Disease,MESH:D000544,therapeutic,ACHE|APP|BCHE|CHRNB2|HMOX1|IL1B|SOD2|TNF,19.89,46
Dipyridamole,D004176,58-32-2,Alzheimer Disease,MESH:D000544,therapeutic,APOE|CASP3|HMOX1|IL1B|INSR|LEP|TNF|VEGFA,18.39,17
entacapone,C071192,116314-67-1,Alzheimer Disease,MESH:D000544,therapeutic,BAX|BCL2|CASP3|HMOX1|IL1B,14.60,4
Thiourea,D013890,62-56-6,Alzheimer Disease,MESH:D000544,therapeutic,ACHE|APP|BAX|BCHE|CASP3,14.44,42
Androgens,D000728,,Alzheimer Disease,MESH:D000544,therapeutic,BDNF|CASP3|DHCR24|IL1B|INS|TNF,13.93,9
tideglusib,C520571,,Alzheimer Disease,MESH:D000544,therapeutic,GSK3B|HMOX1|PPARG,13.41,7
puag-haad,C034912,4721-07-7,Alzheimer Disease,MESH:D000544,therapeutic,BCL2|CASP3|HMOX1|PPARG|TNF,13.29,7
"Heparin, Low-Molecular-Weight",D006495,,Alzheimer Disease,MESH:D000544,therapeutic,APP|MPO|TNF|VEGFA,12.19,41
Ginkgo biloba extract,C063170,,Alzheimer Disease,MESH:D000544,therapeutic,APP|BAX|BCL2|BDNF|CASP3|MIR505|TNF,11.89,42
Cholinesterase Inhibitors,D002800,,Alzheimer Disease,MESH:D000544,therapeutic,ACHE|APP|BCHE,11.04,42
Amphotericin B,D000666,1397-89-3,Alzheimer Disease,MESH:D000544,therapeutic,APP|CASP3|CLU|ENO1|HMOX1|IL1B|INS|MIR375|TNF,10.21,49
Clioquinol,D007464,130-26-7,Alzheimer Disease,MESH:D000544,therapeutic,ACHE|APP|CASP3|HMOX1|VEGFA,10.10,46
"N2-((2S)-2-(3,5-difluorophenyl)-2-hydroxyethanoyl)-N1-((7S)-5-methyl-6-oxo-6,7-dihydro-5H-dibenzo(b,d)azepin-7-yl)-L-alaninamide",C484278,,Alzheimer Disease,MESH:D000544,therapeutic,APP|PSEN1,9.84,46
Midazolam,D008874,59467-70-8,Alzheimer Disease,MESH:D000544,therapeutic,BCL2|CYP2D6|IL1B|TNF|TREM2,9.74,7
"(22R, 25R)-20alpha-spirost-5-en-3beta-yl hexanoate",C514145,,Alzheimer Disease,MESH:D000544,therapeutic,APP|MAPT,9.32,41
Kai-Xin-San,C000605449,,Alzheimer Disease,MESH:D000544,therapeutic,GSK3B|MAPT,8.72,10
Fluvoxamine,D016666,54739-18-3,Alzheimer Disease,MESH:D000544,therapeutic,CASP3|CYP2D6|IL1B|TNF,8.02,5
Ceftriaxone,D002443,73384-59-5,Alzheimer Disease,MESH:D000544,therapeutic,BACE1|IDE|IL1B|TNF,7.71,4
Tolcapone,D000077867,134308-13-7,Alzheimer Disease,MESH:D000544,therapeutic,AMFR|APOE|DHCR24|SOD2|TOMM40|VSNL1,7.46,14
"Anti-Inflammatory Agents, Non-Steroidal",D000894,,Alzheimer Disease,MESH:D000544,therapeutic,IL1B|PPARG|TNF,6.63,7
1-(3-chlorophenyl)piperazine,C015068,6640-24-0,Alzheimer Disease,MESH:D000544,therapeutic,CYP2D6|LEP,6.55,3
Goserelin,D017273,65807-02-5,Alzheimer Disease,MESH:D000544,therapeutic,BCL2|ESR1,6.51,3
Thioridazine,D013881,50-52-2,Alzheimer Disease,MESH:D000544,therapeutic,CASP3|CRH|CYP2D6,5.19,4
3-methyl-5-(1-methyl-2-pyrrolidinyl)isoxazole,C088383,147402-53-7,Alzheimer Disease,MESH:D000544,therapeutic,CHRNB2,4.76,2
Lecithins,D054709,,Alzheimer Disease,MESH:D000544,therapeutic,APOE,4.25,10
DP 155,C514017,,Alzheimer Disease,MESH:D000544,therapeutic,APP,4.22,38
BMS 708163,C554092,,Alzheimer Disease,MESH:D000544,therapeutic,APP,3.99,38
Trazodone,D014196,19794-93-5,Alzheimer Disease,MESH:D000544,therapeutic,IL1B|SOD2,3.84,4
Maprotiline,D008376,10262-69-8,Alzheimer Disease,MESH:D000544,therapeutic,CASP3,2.39,2
1-(3-(2-(1-benzothiophen-5-yl) ethoxy) propyl)-3-azetidinol maleate,C503102,,Alzheimer Disease,MESH:D000544,therapeutic,,,1
"4-(2-((1R)-1-(((4-chlorophenyl)sulfonyl)-2,5-difluoroanilino)ethyl)-5-fluorophenyl)butanoic acid",C497115,,Alzheimer Disease,MESH:D000544,therapeutic,,,1
Fortasyn Connect,C000609944,,Alzheimer Disease,MESH:D000544,therapeutic,,,1
Molindone,D008972,7416-34-4,Alzheimer Disease,MESH:D000544,therapeutic,,,1
nirogacestat,C550722,,Alzheimer Disease,MESH:D000544,therapeutic,,,1
Perphenazine,D010546,58-39-9,Alzheimer Disease,MESH:D000544,therapeutic,,,1
Pindolol,D010869,13523-86-9,Alzheimer Disease,MESH:D000544,therapeutic,,,1
xanomeline,C075257,,Alzheimer Disease,MESH:D000544,therapeutic,,,1
Simvastatin,D019821,79902-63-9,Alzheimer Disease,MESH:D000544,,A2M|APOC1|APOE|APP|BAX|BCL2|BDNF|CASP3|CD2AP|CYP2D6|CYP46A1|DHCR24|ENO1|F2|GSK3B|HMOX1|IGF1|IGF1R|IL1B|LEP|MAPT|MPO|MTHFR|NOS3|PLAU|PLCG2|PPARG|PSEN1|SOD2|TF|TNF|VEGFA,61.24,79
Cholesterol,D002784,57-88-5,Alzheimer Disease,MESH:D000544,,ACHE|APOE|APP|BAX|BCL2|BDNF|CASP3|CST3|CYP46A1|DHCR24|EIF2S1|GSK3B|HMOX1|IGF1|IGF2R|IL1B|INS|LEP|MAPT|NECTIN2|NOS3|PPARG|SOD2|TNF|VEGFA,60.96,67
2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,Alzheimer Disease,MESH:D000544,,APP|BAX|BCL2|BDNF|CASP3|CHRNA7|CHRNB2|ESR1|F2|GSK3B|HMOX1|IGF1|IGF2|IL1B|INS|LEP|MAPT|MIR146A|NOS3|PLAU|PPARG|RELN|SLC2A4|SOD2|TF|TFAM|TNF|VEGFA,59.39,61
2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,C093973,,Alzheimer Disease,MESH:D000544,,APP|ARC|BACE1|BAX|BCL2|BDNF|CASP3|CHRNB2|CRH|ESR1|GSK3B|HMOX1|IGF1|IL1B|INS|LEP|MAPT|MIR146A|MPO|NOS3|PLAU|PPARG|PRNP|SOD2|TF|TNF|VEGFA,58.95,60
Thioctic Acid,D008063,62-46-4,Alzheimer Disease,MESH:D000544,,ACE|ACHE|BAX|BCHE|BCL2|CALM1|CASP3|CYP2D6|EIF2S1|GSK3B|HMOX1|IL1B|INS|LEP|MAPT|NOS3|PPARG|PSEN1|RELN|SOD2|TFAM|TNF|VEGFA,58.09,43
Corticosterone,D003345,50-22-6,Alzheimer Disease,MESH:D000544,,A2M|ACE|ACHE|ADAMTS1|BAX|BCL2|BDNF|CASP3|CRH|CYP2D6|ESR1|IGF1|IGF1R|IGF2|IGF2R|IL1B|INS|LEP|NPY|PPARG|SLC2A4|SOD2|TF|TNF|VEGFA,57.21,26
Ammonium Chloride,D000643,12125-02-9,Alzheimer Disease,MESH:D000544,,A2M|ACE|ADAM10|ADAMTS1|APOC1|APOE|APP|ARC|ATP5F1A|BACE1|BAX|BCHE|BCL2|BDNF|BIN1|CALM1|CASP3|CD2AP|CHRNA7|CHRNB2|CLU|CRH|CST3|DPYSL2|EIF2S1|ENO1|F2|GAPDHS|GSK3B|HFE|HMOX1|IDE|IGF1|IGF1R|IGF2|IGF2R|IL1B|INPP5D|LEP|MAOB|MAPT|MPO|MTHFR|NCSTN|NOS3|NPY|PGRMC1|PICALM|PLAU|PLCG2|PPARG|PRNP|PSEN1|PSEN2|PTK2B|PYY|RELN|SLC2A4|SLC30A4|SOD2|TFAM|TNF|TPI1|TPP1|VEGFA|VSNL1,57.19,101
tinuvin,C016151,3896-11-5,Alzheimer Disease,MESH:D000544,,ACE|ACHE|APOE|APP|BAX|BCL2|BDNF|CASP3|CHRNA7|CRH|EIF2S1|ESR1|F2|GSK3B|HMOX1|IGF1|IL1B|INPP5D|INS|NPY|PLCG2|PPARG|PRNP|PTK2B|TNF|VEGFA,56.73,69
Capsaicin,D002211,404-86-4,Alzheimer Disease,MESH:D000544,,APOC1|APOE|BAX|BCL2|BDNF|CASP3|CYP2D6|EIF2S1|F2|GSK3B|HMOX1|IDE|IGF1|IGF1R|IGF2|IL1B|INS|LEP|MAPT|MPO|NOS3|NPY|PLAU|PPARG|SLC2A4|SOD2|TNF|TPI1|VEGFA,55.62,38
Metformin,D008687,657-24-9,Alzheimer Disease,MESH:D000544,,ACE|ACHE|BAX|BCL2|BDNF|CASP3|CST3|EIF2S1|ESR1|GSK3B|HMOX1|IDE|IGF1|IGF1R|IGF2|IGF2R|IL1B|INS|INSR|LEP|MAPT|MIR146A|MPO|NOS3|NPY|PILRA|PPARG|SLC2A4|SOD2|TFAM|TNF|VEGFA|VSNL1,53.55,37
Pyridostigmine Bromide,D011729,101-26-8,Alzheimer Disease,MESH:D000544,,ACHE|APOE|ATP5F1A|BAX|BCHE|BCL2|BDNF|CASP3|DHCR24|HMOX1|IL1B|LEP|MPO|PPARG|PRNP|SLC2A4|SOD2|TNF,51.67,26
"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",C434926,,Alzheimer Disease,MESH:D000544,,ADAM10|ADAMTS1|AMFR|APOE|APP|BACE1|BAX|BCL2|CASP3|CCDC6|CD2AP|GSK3B|HMOX1|IL1B|INS|INSR|LEP|MPO|NOS3|PSEN1|PSEN2|SOD2|TNF|VEGFA,51.00,74
Phloretin,D010693,60-82-2,Alzheimer Disease,MESH:D000544,,ACHE|BAX|BCHE|BCL2|CASP3|ESR1|GSK3B|IGF1|IL1B|INS|LEP|NOS3|PPARG|TNF|VEGFA,50.67,16
Acetylcysteine,D000111,616-91-1,Alzheimer Disease,MESH:D000544,,ACHE|APH1B|APOE|APP|ATP5F1A|BAX|BCHE|BCL2|BDNF|CASP3|CLU|CST3|EIF2S1|ESR1|GSK3B|HMOX1|IGF1|IGF1R|IL1B|INS|INSR|MAPT|MPO|NOS3|NPY|PLAU|PPARG|PRNP|PTK2B|SLC2A4|SOD2|TFAM|TNF|VEGFA,50.63,72
T-2 Toxin,D013605,21259-20-1,Alzheimer Disease,MESH:D000544,,A2M|ADAMTS1|APOE|APP|ATP5F1A|BACE1|BAX|BCL2|CALM1|CASP3|CHRNB2|CLU|CR1|CST3|CYP2D6|DHCR24|DPYSL2|EIF2S1|ENO1|EPHA1|F2|GSK3B|HMOX1|IGF1R|IGF2|IL1B|INS|INSR|MAOB|MPO|NOS3|PCDH11X|PICALM|PLAU|PPARG|PRNP|PTK2B|PYY|RELN|SOD2|SPRED2|TF|TFAM|TNF|TPI1|TPP1|TSPAN14|VEGFA|VSNL1,50.38,82
DDT,D003634,50-29-3,Alzheimer Disease,MESH:D000544,,ACE|ACHE|APOE|APP|BACE1|BCHE|BCL2|BDNF|CASP3|CD2AP|CLU|ENO1|ESR1|GSK3B|HMOX1|IDE|IGF1|IGF2|IL1B|INSR|LEP|PPARG|PSEN1|SLC2A4|SOD2|SPRED2|TNF|TSPAN14|VEGFA,50.37,75
SB 203580,C093642,,Alzheimer Disease,MESH:D000544,,APP|BACE1|BAX|BCL2|CASP3|CRH|EIF2S1|ESR1|GSK3B|HMOX1|IGF1|IGF2|IL1B|INS|INSR|LEP|MAPT|MPO|NOS3|PPARG|PSEN1|SOD2|TNF|VEGFA,49.72,64
Zinc Oxide,D015034,1314-13-2,Alzheimer Disease,MESH:D000544,,ACHE|BAX|BCHE|BCL2|CASP3|CHRNA7|CR1|CST3|EIF2S1|ESR1|HMOX1|IGF1|IGF1R|IGF2|IGF2R|IL1B|MAPT|MPO|NPY|PRNP|SOD2|TFAM|TNF,49.52,23
U 0126,C113580,,Alzheimer Disease,MESH:D000544,,APP|ARC|BAX|BCL2|BDNF|CASP3|CHRNA7|CLU|EIF2S1|ESR1|GSK3B|HMOX1|IGF1|IL1B|INS|INSR|NOS3|PLAU|PPARG|RELN|SLC2A4|SOD2|TNF|VEGFA|WWOX,49.46,61
ligustilide,C027820,4431-01-0,Alzheimer Disease,MESH:D000544,,ACHE|APP|BAX|BCL2|CASP3|HMOX1|IGF1R|IL1B|MAPT|MPO|PPARG|SOD2|TNF,49.38,50
Arsenic Trioxide,D000077237,1327-53-3,Alzheimer Disease,MESH:D000544,,A2M|ACHE|ADAM10|ADAMTS1|AMFR|APOE|APP|ARC|ATP5F1A|BACE1|BAX|BCHE|BCL2|BDNF|CASP3|CCDC6|CHRNA7|CLU|CRH|CST3|CYP2D6|DPYSL2|EIF2S1|ENO1|ESR1|GSK3B|HFE|HMOX1|IGF1|IGF1R|IGF2|IGF2R|IL1B|INS|LEP|MAPT|MIR100|MIR146A|MPO|MS4A4A|NOS3|NPY|PILRA|PLAU|PLCG2|PPARG|PRNP|PTK2B|SOD2|TF|TFAM|TNF|TPI1|TPP1|TSPAN14|VEGFA|VSNL1|WWOX,49.26,86
Wortmannin,D000077191,19545-26-7,Alzheimer Disease,MESH:D000544,,BAX|BCL2|BDNF|CASP3|CLU|GSK3B|HMOX1|IGF1|IGF2|IL1B|INS|INSR|LEP|MAPT|MPO|NOS3|PPARG|SLC2A4|SOD2|TNF|VEGFA,49.25,28
"Sodium Chloride, Dietary",D017673,,Alzheimer Disease,MESH:D000544,,ACE|ACHE|APOE|CASP3|CRH|CST3|HMOX1|IGF1|IGF2R|IL1B|INSR|MIR146A|NPY|PLAU|SLC2A4|SOD2|TNF,49.17,28
Puromycin Aminonucleoside,D011692,58-60-6,Alzheimer Disease,MESH:D000544,,ACE|APOE|ARC|BAX|BCHE|BCL2|CASP3|CD2AP|CR1|GSK3B|HMOX1|IL1B|NOS3|PPARG|SOD2|TF|TFAM|TNF|VEGFA,49.16,32
Deoxyglucose,D003847,154-17-6,Alzheimer Disease,MESH:D000544,,A2M|APP|BAX|BCL2|CASP3|GSK3B|HMOX1|IGF1R|IL1B|INS|LEP|NOS3|NPY|PPARG|SLC2A4|SOD2|TNF,48.95,55
Glutathione,D005978,70-18-8,Alzheimer Disease,MESH:D000544,,ACHE|APOE|APP|ATP5F1A|BAX|BCL2|CASP3|CLU|CYP2D6|EIF2S1|GSK3B|HFE|HMOX1|IGF1|IGF1R|IL1B|INS|MAOB|MPO|PRNP|RELN|SOD2|TNF|VEGFA,48.38,66
Ascorbic Acid,D001205,50-81-7,Alzheimer Disease,MESH:D000544,,A2M|ACE|ACHE|APOE|APP|BAX|BCHE|BCL2|BDNF|CASP3|CLU|ENO1|ESR1|GSK3B|HMOX1|IGF1|IGF1R|IL1B|INS|INSR|LEP|MAPT|MPO|NOS3|PPARG|SLC2A4|SOD2|TF|TNF|VEGFA,47.77,75
Staurosporine,D019311,62996-74-1,Alzheimer Disease,MESH:D000544,,ACHE|APP|BAX|BCL2|CASP3|CRH|EIF2S1|ESR1|HMOX1|IGF1|IL1B|INS|MAPT|PSEN2|SOD2|TNF|VEGFA,47.56,53
Lovastatin,D008148,75330-75-5,Alzheimer Disease,MESH:D000544,,ADAM10|APOE|APP|BACE1|BAX|BCL2|BDNF|CASP3|CHRNA7|DPYSL2|GSK3B|HMOX1|IGF1|IGF1R|IL1B|INS|INSR|MPO|PLAU|PPARG|TNF,47.36,61
Chlorogenic Acid,D002726,327-97-9,Alzheimer Disease,MESH:D000544,,ACHE|BAX|BCL2|CASP3|EIF2S1|ESR1|F2|GSK3B|HMOX1|IL1B|MAOB|MPO|NOS3|PPARG|SLC2A4|SOD2|TNF,47.16,20
naringenin,C005273,480-41-1,Alzheimer Disease,MESH:D000544,,ACHE|APP|BACE1|BAX|BCHE|BCL2|BDNF|CASP3|ESR1|HMOX1|IGF1R|IL1B|MAOB|PPARG|PSEN2|SLC2A4|SOD2|TNF|VEGFA,47.14,55
chrysin,C043561,480-40-0,Alzheimer Disease,MESH:D000544,,ACHE|BAX|BCHE|BCL2|BDNF|CASP3|ESR1|HMOX1|IGF1|IGF1R|IL1B|LEP|MPO|NOS3|PLAU|PPARG|TNF|VEGFA,47.12,18
protocatechuic acid,C009091,99-50-3,Alzheimer Disease,MESH:D000544,,ACHE|APP|BAX|BCL2|BDNF|CASP3|ENO1|ESR1|HMOX1|IL1B|MPO|SOD2|TNF|VEGFA,47.04,47
Arachidonic Acid,D016718,,Alzheimer Disease,MESH:D000544,,APOC1|APOE|APP|BAX|BCL2|BDNF|CASP3|CYP2D6|GSK3B|HMOX1|IL1B|INS|LEP|MAPT|MPO|PPARG|SOD2|TNF|VEGFA,46.92,62
ochratoxin A,C025589,303-47-9,Alzheimer Disease,MESH:D000544,,A2M|ABI3|APOC1|APOE|APP|ATP5F1A|BAX|BCL2|BDNF|CALM1|CASP3|CHRNB2|CLU|CST3|DHCR24|DPYSL2|EIF2S1|ENO1|ESR1|F2|GSK3B|HMOX1|IGF1|IGF1R|IGF2|IL1B|INS|MIR146A|PLCG2|PPARG|PSEN1|SLC30A6|SOD2|TF|TFAM|TNF|VEGFA,46.78,80
Olanzapine,D000077152,,Alzheimer Disease,MESH:D000544,,A2M|APP|BAX|BCL2|BDNF|CLU|ESR1|F2|GSK3B|HMOX1|IL1B|INS|LEP|MAOB|MTHFR|NPY|PPARG|RELN|SLC2A4|TNF,46.73,60
AG 1879,C412373,,Alzheimer Disease,MESH:D000544,,ACE|ARC|BAX|BCL2|CASP3|ESR1|HMOX1|IGF1R|IL1B|MAPT|NOS3|PLCG2|PPARG|RELN|TNF|VEGFA,46.68,24
Sitagliptin Phosphate,D000068900,,Alzheimer Disease,MESH:D000544,,APP|BACE1|BAX|BCL2|BDNF|CASP3|GSK3B|HMOX1|IGF1|IL1B|MAPT|TNF,46.56,48
morin,C008548,480-16-0,Alzheimer Disease,MESH:D000544,,ACHE|APP|BAX|BCHE|BCL2|BDNF|CASP3|GSK3B|HMOX1|IL1B|INS|LEP|PLAU|PPARG|TNF|VEGFA,46.11,51
Atorvastatin,D000069059,,Alzheimer Disease,MESH:D000544,,ACE|APOE|APP|BAX|BCL2|CASP3|EIF2S1|F2|HMOX1|IL1B|INS|LEP|MIR146A|MPO|NOS3|PLAU|PPARG|SLC2A4|SOD2|TFAM|TNF,45.90,66
Rutin,D012431,153-18-4,Alzheimer Disease,MESH:D000544,,ACE|ACHE|BAX|BCL2|CASP3|EIF2S1|HMOX1|IGF1|IGF1R|IL1B|INSR|LEP|MIR100|MIR296|MPO|PPARG|TNF|VEGFA,45.73,21
Clozapine,D003024,5786-21-0,Alzheimer Disease,MESH:D000544,,APP|ARC|BAX|BCL2|BDNF|CASP3|CRH|CST3|CYP2D6|DHCR24|ENO1|GSK3B|HMOX1|IGF1|IL1B|INS|LEP|MAOB|MPO|MTHFR|NECTIN2|NPY|PGRMC1|PPARG|RELN|SOD2|TNF|TPI1|VSNL1,45.28,63
Oleic Acid,D019301,112-80-1,Alzheimer Disease,MESH:D000544,,ACE|APOE|APP|BACE1|BAX|BCL2|CASP3|GSK3B|HMOX1|IL1B|INS|INSR|LEP|NOS3|PPARG|PSEN1|SOD2|TFAM|TNF|VEGFA,45.21,71
kaempferol,C006552,520-18-3,Alzheimer Disease,MESH:D000544,,ACHE|APOE|APP|BAX|BCL2|CASP3|ESR1|GSK3B|HMOX1|IL1B|LEP|NOS3|PPARG|SLC2A4|SOD2|TFAM|TNF|VEGFA,44.75,59
Cycloheximide,D003513,66-81-9,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|CRH|EIF2S1|ESR1|F2|GSK3B|HMOX1|IGF1|IL1B|INS|LEP|NOS3|PPARG|PSEN1|PSEN2|SLC2A4|SOD2|TNF|VEGFA|VSNL1|WWOX,44.66,38
2-chloro-5-nitrobenzanilide,C457499,,Alzheimer Disease,MESH:D000544,,APP|BAX|BCL2|CASP3|HMOX1|IDE|IL1B|INS|MPO|NOS3|PLAU|PPARG|SLC2A4|SOD2|TNF|VEGFA,44.63,51
"6-chloro-2,3,4,9-tetrahydro-1H-carbazole-1-carboxamide",C550547,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|CST3|EIF2S1|GSK3B|HMOX1|IL1B|INS|INSR|MPO|NOS3|SOD2|TFAM|TNF,44.56,16
ferrous sulfate,C020748,,Alzheimer Disease,MESH:D000544,,ACHE|APP|BAX|BCL2|CASP3|F2|GSK3B|HMOX1|IL1B|LEP|MAPT|MIR146A|SOD2|TF|TNF,44.44,52
ursodoxicoltaurine,C031655,,Alzheimer Disease,MESH:D000544,,A2M|APP|BAX|BCL2|CASP3|EIF2S1|HMOX1|IGF1|IL1B|INS|LEP|MAOB|MAPT|NPY|PSEN1|SLC2A4|SOD2|VEGFA,44.38,62
Telmisartan,D000077333,,Alzheimer Disease,MESH:D000544,,ACE|ACHE|BAX|BCL2|BDNF|CASP3|CRH|IL1B|INS|MIR146A|MPO|NOS3|PLAU|PPARG|TNF|VEGFA,44.13,23
Oxygen,D010100,7782-44-7,Alzheimer Disease,MESH:D000544,,A2M|ACE|ACHE|ADAMTS1|APOC1|APP|ATP5F1A|BACE1|BAX|BCL2|BDNF|CALM1|CASP3|CHRNA7|CHRNB2|CLU|CST3|CYP2D6|DHCR24|DPYSL2|EIF2S1|ENO1|EPHA1|ESR1|GAPDHS|GSK3B|HMOX1|IDE|IGF1|IGF1R|IGF2|IL1B|INSR|LEP|MAOB|MAPT|MPO|NCSTN|NOS3|PCDH11X|PGRMC1|PLAU|PPARG|PRNP|PSEN1|PSEN2|SLC2A4|SOD2|TFAM|TNF|TOMM40|TPI1|VEGFA|VSNL1,44.02,89
amyloid beta-protein (1-42),C075222,,Alzheimer Disease,MESH:D000544,,ACHE|APP|ATP5F1A|BAX|BCL2|BDNF|CASP3|CHRNA7|ENO1|GSK3B|IL1B|MAPT|SOD2|TNF|TPI1,43.96,49
Colforsin,D005576,138605-00-2,Alzheimer Disease,MESH:D000544,,ACHE|ADAMTS1|BCL2|BDNF|CASP3|CRH|ESR1|F2|GSK3B|HMOX1|IGF1|IL1B|INS|LEP|NOS3|PPARG|SLC2A4|SLC30A4|SOD2|TNF|VEGFA,43.77,23
Sirolimus,D020123,,Alzheimer Disease,MESH:D000544,,A2M|APP|BAX|BCL2|BDNF|CASP3|EIF2S1|ESR1|F2|GSK3B|HMOX1|IGF1|IGF1R|IGF2|IL1B|INS|MAPT|MIR146A|MPO|NOS3|PPARG|SOD2|TFAM|TNF|VEGFA,43.69,61
"Fatty Acids, Omega-3",D015525,,Alzheimer Disease,MESH:D000544,,APOE|BAX|BCL2|BDNF|CASP3|CYP46A1|HMOX1|IGF1|IL1B|LEP|MPO|MTHFR|PPARG|SLC2A4|TNF|VEGFA,43.65,24
pyrazolanthrone,C432165,,Alzheimer Disease,MESH:D000544,,ACHE|APP|BAX|BCL2|BDNF|CASP3|CRH|CST3|F2|HMOX1|IGF1|IL1B|INS|INSR|LEP|NPY|PLAU|PPARG|SOD2|TNF|VEGFA,43.58,55
nuciferine,C008692,475-83-2,Alzheimer Disease,MESH:D000544,,ACHE|APOE|BAX|BCL2|CASP3|CYP2D6|HMOX1|IL1B|INS|INSR|LEP|MPO|NOS3|PPARG|SLC2A4|TFAM|TNF|VEGFA,43.54,28
lead acetate,C008261,301-04-2,Alzheimer Disease,MESH:D000544,,A2M|ACE|ACHE|ADAMTS1|APH1B|APOE|APP|ARC|BACE1|BAX|BCHE|BCL2|BDNF|CASP3|CCDC6|CHRNA7|CHRNB2|CRH|DPYSL2|EIF2S1|ENO1|GSK3B|HFE|HMOX1|IDE|IGF1|IGF1R|IGF2|IGF2R|IL1B|INSR|MAPT|MIR100|MIR375|MPO|NCSTN|NOS3|PICALM|PPARG|PRNP|RELN|SLC30A6|SOD2|TF|TNF|VEGFA,43.50,82
Enalapril,D004656,75847-73-3,Alzheimer Disease,MESH:D000544,,ACE|APOE|BAX|BCL2|CASP3|CLU|GSK3B|HMOX1|IGF1|IL1B|LEP|MIR146A|MPO|NOS3|PPARG|SOD2|TFAM|TNF|VEGFA,43.49,34
neferine,C057222,2292-16-2,Alzheimer Disease,MESH:D000544,,ACHE|BACE1|BAX|BCHE|BCL2|CASP3|CYP2D6|HMOX1|IL1B|TNF|VEGFA,43.48,10
manganese(III)-tetrakis(4-benzoic acid)porphyrin,C097284,,Alzheimer Disease,MESH:D000544,,APOE|BAX|BCL2|CASP3|HMOX1|IL1B|INS|LEP|MPO|PTK2B|SLC2A4|SOD2|TNF|VEGFA,43.42,22
Pioglitazone,D000077205,111025-46-8,Alzheimer Disease,MESH:D000544,,ACE|APOC1|APP|BACE1|BAX|BCHE|BCL2|BDNF|CASP3|CRH|GSK3B|HMOX1|IGF1|IL1B|INS|LEP|MAOB|NOS3|NPY|PPARG|PRNP|SLC2A4|SOD2|TFAM|TNF|TPI1|VEGFA,43.28,64
capsazepine,C071423,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|EIF2S1|GSK3B|IGF1|IL1B|INS|LEP|MPO|NPY|TNF|VEGFA,43.25,13
iodopravadoline,C094023,,Alzheimer Disease,MESH:D000544,,BAX|BCL2|CASP3|EIF2S1|ESR1|F2|HMOX1|IL1B|LEP|NOS3|PPARG|TNF|VEGFA,43.25,13
